subject_id,fold,true_label,left_prob,right_prob
6,0,1,1.0,3.1878705443886646e-73
6,0,1,1.0,2.335067269753055e-120
6,0,1,1.0,4.122573061910923e-134
6,0,2,1.0,1.7398488420837213e-21
6,0,2,1.0,5.474443002944389e-110
6,0,2,0.0,1.0
6,0,2,0.0,1.0
6,0,2,0.0,1.0
6,0,2,0.0,1.0
6,0,1,1.0,4.238305702748967e-161
6,0,1,0.5656775471908977,0.43432245280910237
6,0,1,0.0,1.0
6,0,1,2.220446049250313e-16,0.9999999999999998
6,0,2,1.0,9.36769878482273e-89
6,0,2,1.0,2.0744503278229703e-60
6,0,1,1.0,9.178223459249957e-89
6,1,1,0.9999999999999972,2.7217691535889253e-15
6,1,1,1.0,3.4025387404609073e-180
6,1,1,0.0,1.0
6,1,1,1.0,9.990293880933914e-209
6,1,1,1.0,4.9981066821418224e-207
6,1,2,1.0,1.3518050771950128e-82
6,1,2,0.9999970732658102,2.9267341897985264e-06
6,1,2,0.9999999990096977,9.90302316199873e-10
6,1,2,1.0,1.1859405712699812e-44
6,1,2,1.0,1.7344914485283865e-279
6,1,2,1.0,7.091951128408236e-68
6,1,1,1.0,4.430508040106625e-215
6,1,2,0.0,1.0
6,1,2,1.0,1.363873891632882e-124
6,1,1,1.0,4.016908922689534e-253
6,1,1,1.0,2.8337358728577816e-130
6,2,1,0.0,1.0
6,2,1,0.0,1.0
6,2,1,1.0,0.0
6,2,2,0.0,1.0
6,2,2,0.0,1.0
6,2,2,1.0,0.0
6,2,2,1.0,0.0
6,2,2,1.0,0.0
6,2,2,0.0,1.0
6,2,1,0.9999999999998526,1.4744065644565015e-13
6,2,2,0.0,1.0
6,2,2,0.0,1.0
6,2,1,0.0,1.0
6,2,1,1.0,0.0
6,2,1,1.0,2.96385146869565e-83
6,2,1,0.0,1.0
6,3,1,0.0,1.0
6,3,1,1.0,0.0
6,3,1,1.0,0.0
6,3,1,1.0,0.0
6,3,1,1.0,9.882903513978518e-143
6,3,2,0.0,1.0
6,3,2,0.0,1.0
6,3,2,1.0,0.0
6,3,2,1.0,1.3065906197211313e-97
6,3,2,0.0,1.0
6,3,2,0.0,1.0
6,3,1,1.0,0.0
6,3,1,0.0,1.0
6,3,2,0.0,1.0
6,3,2,1.0,0.0
6,3,1,1.0,0.0
6,4,1,1.0,4.699241535499246e-46
6,4,1,0.0,1.0
6,4,1,1.0,7.586785921937155e-81
6,4,1,1.0,1.2641476030231511e-37
6,4,2,0.0,1.0
6,4,2,0.0,1.0
6,4,2,0.0,1.0
6,4,2,0.0,1.0
6,4,2,0.0,1.0
6,4,2,0.0,1.0
6,4,1,0.0,1.0
6,4,1,1.0,8.174982065621539e-44
6,4,2,0.9999999999999993,6.879692497495561e-16
6,4,2,0.0,1.0
6,4,1,0.999999734941239,2.650587610960635e-07
6,4,1,1.0,2.9602236173507785e-48
