subject_id,true_label,left_prob,right_prob
4,2,0.30472940931834097,0.6952705906816591
4,2,0.04298613347824962,0.9570138665217504
4,2,0.0062417631403352825,0.9937582368596647
4,2,0.44594917042583165,0.5540508295741684
4,2,0.4447474089655507,0.5552525910344492
4,2,0.00023498288994962613,0.9997650171100503
4,2,0.05928919596183517,0.9407108040381649
4,2,0.013405560196061025,0.9865944398039389
4,2,0.0018721701910408514,0.9981278298089592
4,2,0.015147414915058102,0.9848525850849418
4,2,0.35828166128833,0.64171833871167
4,2,0.2674887795654948,0.7325112204345051
4,2,0.6883629405585128,0.3116370594414873
4,2,0.2777127928721073,0.7222872071278926
4,2,0.29135027005636654,0.7086497299436334
4,2,0.1589617707361881,0.8410382292638119
4,2,0.0721012367352743,0.9278987632647256
4,2,4.647288844856242e-06,0.9999953527111551
4,2,2.895200115878088e-06,0.9999971047998841
4,2,0.030551663487255205,0.9694483365127449
4,1,0.31803441031486923,0.6819655896851308
4,1,0.3621318615030035,0.6378681384969965
4,1,0.6257559604604718,0.3742440395395282
4,1,0.7968597099994713,0.20314029000052866
4,1,0.5043771042009325,0.4956228957990675
4,1,0.9096863960377413,0.09031360396225875
4,1,0.7771498804995672,0.2228501195004327
4,1,0.7801418900223344,0.21985810997766567
4,1,0.7562350286057187,0.24376497139428133
4,1,0.8170359748207281,0.18296402517927196
4,1,0.7461864571285157,0.25381354287148433
4,1,0.915944710374046,0.08405528962595397
4,1,0.8161576597868537,0.18384234021314627
4,1,0.9928007234352004,0.007199276564799444
4,1,0.6838326015551045,0.31616739844489555
4,1,0.9278364998201807,0.07216350017981939
4,1,0.8058353560349003,0.19416464396509964
4,1,0.9224017272157911,0.07759827278420904
4,1,0.8433529175880756,0.15664708241192443
4,1,0.8814453773501214,0.11855462264987857
4,2,0.44221436762142885,0.5577856323785712
4,2,0.1947790453466609,0.8052209546533391
4,2,0.755656619159853,0.24434338084014695
4,2,0.484404018457918,0.5155959815420821
4,2,0.21374908327366474,0.7862509167263353
4,2,0.4266806026579432,0.5733193973420568
4,2,0.4694692342220968,0.5305307657779033
4,2,0.5787722094447082,0.42122779055529186
4,2,0.717008102259081,0.28299189774091904
4,2,0.447297381815105,0.5527026181848951
4,1,0.5759166116257716,0.42408338837422843
4,1,0.9581213102617699,0.04187868973823012
4,1,0.9571779321036449,0.04282206789635514
4,1,0.42617979342313894,0.5738202065768611
4,1,0.8220453024014536,0.17795469759854643
4,1,0.7577017030311837,0.2422982969688163
4,1,0.7418183848592056,0.2581816151407944
4,1,0.8100702862853797,0.1899297137146204
4,1,0.8931377164245135,0.1068622835754866
4,1,0.9502540911517319,0.04974590884826805
4,2,0.5570802269615277,0.4429197730384723
4,2,0.04508375142642208,0.9549162485735779
4,2,0.2164060289948013,0.7835939710051988
4,2,0.017160949425191776,0.9828390505748084
4,2,0.3138094084287446,0.6861905915712554
4,2,0.2272342848506824,0.7727657151493176
4,2,0.8107832455091708,0.18921675449082914
4,2,0.6758902444088709,0.32410975559112915
4,2,0.05058243053385805,0.9494175694661419
4,2,0.6822505029132448,0.31774949708675515
4,1,0.8988964161582088,0.1011035838417911
4,1,0.32754361240675073,0.6724563875932493
4,1,0.7484109293912736,0.25158907060872643
4,1,0.737250935538801,0.26274906446119894
4,1,0.7922439728702522,0.20775602712974783
4,1,0.6402670357097936,0.35973296429020646
4,1,0.7306591105370178,0.2693408894629821
4,1,0.900733141645907,0.09926685835409294
4,1,0.8335315964908186,0.16646840350918132
4,1,0.9493145828730498,0.050685417126950225
4,2,0.20807592329741614,0.7919240767025838
4,2,0.7482680393734823,0.25173196062651765
4,2,0.4442309612779848,0.5557690387220152
4,2,0.27427924792801966,0.7257207520719803
4,2,0.27016261433380173,0.7298373856661983
4,2,0.2061025151541173,0.7938974848458827
4,2,0.22192895705515261,0.7780710429448474
4,2,0.8342354899717659,0.16576451002823397
4,2,0.22490603906664805,0.775093960933352
4,2,0.34590576663622535,0.6540942333637746
4,1,0.855451399126679,0.14454860087332105
4,1,0.8628951977753543,0.13710480222464572
4,1,0.49567708911597863,0.5043229108840214
4,1,0.3741559274263393,0.6258440725736606
4,1,0.7714417248936339,0.228558275106366
4,1,0.08802842291442278,0.9119715770855772
4,1,0.6914487312642182,0.30855126873578176
4,1,0.6114001188339989,0.388599881166001
4,1,0.7465675103149094,0.2534324896850906
4,1,0.5371565667219372,0.4628434332780628
4,2,0.684125753624599,0.315874246375401
4,2,0.625143065335928,0.374856934664072
4,2,0.09008057981038367,0.9099194201896164
4,2,0.01614103958408235,0.9838589604159176
4,2,0.31539071900937965,0.6846092809906204
4,2,0.8643637699613702,0.1356362300386297
4,2,0.8315407003880241,0.16845929961197595
4,2,0.7817051240499054,0.2182948759500946
4,2,0.4232008061309871,0.5767991938690129
4,2,0.29752805552442796,0.702471944475572
4,1,0.9115238593065562,0.08847614069344374
4,1,0.415438220498812,0.5845617795011879
4,1,0.9918570010566293,0.008142998943370654
4,1,0.7442990638191347,0.25570093618086537
4,1,0.8636056964857848,0.13639430351421516
4,1,0.3574773472454526,0.6425226527545473
4,1,0.7145206792214929,0.2854793207785072
4,1,0.430098283024162,0.569901716975838
4,1,0.8219532807865689,0.17804671921343107
4,1,0.13943536268710738,0.8605646373128927
