subject_id,fold,true_label,left_prob,right_prob
5,0,1,0.0,1.0
5,0,2,0.0,1.0
5,0,1,1.0,0.0
5,0,1,0.0,1.0
5,0,1,1.0,1.7379232809603572e-20
5,0,2,0.0,1.0
5,0,1,0.0,1.0
5,0,2,1.0,0.0
5,0,2,0.0,1.0
5,0,1,0.0,1.0
5,0,2,1.0,2.6840512342548494e-43
5,0,1,1.0,0.0
5,0,2,0.0,1.0
5,0,2,0.0,1.0
5,0,2,0.0,1.0
5,0,2,0.0,1.0
5,0,2,0.0,1.0
5,0,1,1.0,0.0
5,0,1,0.0,1.0
5,0,1,0.0,1.0
5,0,2,0.0,1.0
5,0,1,0.0,1.0
5,0,1,1.0,5.98392189473164e-85
5,0,2,0.0,1.0
5,0,1,0.0,1.0
5,0,2,0.0,1.0
5,0,1,0.0,1.0
5,0,2,0.0,1.0
5,0,2,0.0,1.0
5,0,2,1.0,5.955835555874562e-139
5,0,2,0.0,1.0
5,0,1,0.0,1.0
5,0,2,1.0,0.0
5,0,2,0.0,1.0
5,0,2,1.0,0.0
5,0,1,1.0,0.0
5,0,1,1.0,0.0
5,0,2,0.0,1.0
5,0,1,0.0,1.0
5,0,2,0.0,1.0
5,0,2,0.0,1.0
5,0,1,1.0,0.0
5,0,1,0.0,1.0
5,0,1,0.0,1.0
5,0,1,1.0,2.8354627408146107e-50
5,0,2,0.0,1.0
5,0,1,0.0,1.0
5,0,1,0.0,1.0
5,0,2,1.0,0.0
5,0,1,1.0,0.0
5,0,1,0.0,1.0
5,0,1,1.0,0.0
5,0,2,0.0,1.0
5,0,2,0.0,1.0
5,0,2,0.0,1.0
5,0,2,0.0,1.0
5,0,1,0.0,1.0
5,0,1,0.0,1.0
5,0,2,0.0,1.0
5,0,2,0.0,1.0
5,0,1,1.0,0.0
5,0,1,1.0,0.0
5,0,1,0.0,1.0
5,0,2,1.0,0.0
5,0,2,0.0,1.0
5,0,1,1.0,1.4243535417678754e-138
5,1,1,0.0,1.0
5,1,2,1.0,1.8367210777555768e-138
5,1,1,1.0,0.0
5,1,1,1.0,0.0
5,1,2,1.0,0.0
5,1,1,1.0,1.0088875870297668e-40
5,1,1,1.0,0.0
5,1,1,1.0,3.5771345263623775e-89
5,1,1,1.0,0.0
5,1,2,1.0,0.0
5,1,1,1.0,2.3719780600958178e-275
5,1,1,1.0,6.387596586652871e-261
5,1,2,0.0,1.0
5,1,2,1.0,2.4630140422361232e-245
5,1,2,0.0,1.0
5,1,1,1.0,0.0
5,1,1,0.0,1.0
5,1,2,0.0,1.0
5,1,1,0.0,1.0
5,1,2,1.0,4.454768876354727e-25
5,1,2,0.0,1.0
5,1,2,1.0,0.0
5,1,1,1.0,0.0
5,1,1,0.0,1.0
5,1,1,1.0,4.930914744687228e-68
5,1,1,0.0,1.0
5,1,1,1.0,0.0
5,1,2,1.0,4.2002604259945313e-122
5,1,2,1.0,4.9600754213523684e-29
5,1,1,1.0,0.0
5,1,2,0.0,1.0
5,1,1,1.0,0.0
5,1,1,1.0,5.179637376162832e-200
5,1,1,0.0,1.0
5,1,2,1.0,0.0
5,1,2,0.0,1.0
5,1,1,1.0,0.0
5,1,2,0.0,1.0
5,1,2,1.0,8.574336226207351e-193
5,1,2,0.9998634792343559,0.00013652076564408324
5,1,2,0.0,1.0
5,1,2,0.0,1.0
5,1,2,1.0,2.0493231977666637e-32
5,1,1,1.0,0.0
5,1,1,1.0,0.0
5,1,2,1.0,0.0
5,1,2,1.0,0.0
5,1,1,1.0,1.2851111429038547e-114
5,1,2,0.0,1.0
5,1,1,0.0,1.0
5,1,2,0.0,1.0
5,1,1,0.0,1.0
5,1,2,1.0,0.0
5,1,2,1.0,1.6214499569021303e-115
5,1,2,0.0,1.0
5,1,1,0.0,1.0
5,1,2,0.0,1.0
5,1,1,0.0,1.0
5,1,2,0.0,1.0
5,1,2,1.0,3.125318553003764e-158
5,1,1,1.0,0.0
5,1,1,0.0,1.0
5,1,2,1.0,0.0
5,1,1,1.0,0.0
5,1,2,0.0,1.0
5,1,1,1.0,0.0
5,2,2,1.0,0.0
5,2,2,1.0,7.651367155962586e-81
5,2,2,0.0,1.0
5,2,1,0.0,1.0
5,2,1,1.0,0.0
5,2,2,0.0,1.0
5,2,1,0.0,1.0
5,2,2,0.0,1.0
5,2,2,0.0,1.0
