feature_idx,coefficient
0,0.04208439615718977
1,-0.028836756725812287
2,-0.09955718864256294
3,0.08133417933194965
4,0.08489980901214014
5,0.5148489374595943
6,0.10122042374698087
7,-0.10055298602977265
8,-0.32971768945089625
9,-0.1243547114269216
10,0.17048123041900135
11,-0.11670674665746902
12,-0.11659924313625639
13,0.17942151792765074
14,-0.46211380308738786
15,-0.8540258770189115
16,-0.0938233653685455
17,-0.07145382737109415
18,-0.020859207812572746
19,0.42874360029700676
20,-0.006645860873565069
21,0.2873865454780459
22,0.17337925297832643
23,-0.4120120920414411
24,0.47950052109026775
25,-0.5186885331568634
26,0.8380447646839464
27,0.17942167301216544
28,-0.009958443558092013
29,-0.9464907213248897
30,-0.4311506775869236
31,0.03248782049542585
32,-0.28315951607753287
33,0.40634643856873415
34,-0.259677120093977
35,-0.3046384481531727
36,0.4621228057812555
37,0.5836725630215345
38,-0.04974352572116318
39,0.9359518213943082
40,0.024669735248141048
41,0.32642729248292357
42,-0.2978566487697814
43,0.25202344130711235
44,-0.6566434794535886
45,-0.4139313951149204
46,1.5845668196236877
47,0.306747262926289
48,0.1779593953270315
49,0.005201607254144858
50,-0.46935080471498464
51,-1.2011854119582077
52,0.10469143190216726
53,0.7478839849992653
54,-1.05923034317323
55,-0.6523498881590143
56,-0.628006252911331
57,0.04549554155826821
58,-1.6598325758831878
59,0.5617147588958212
60,-0.01825808289568122
61,-0.49873225724584935
62,-0.17591878691794852
63,-1.6321271513987445
