feature_idx,coefficient
0,-0.03784768095214715
1,0.6454368034419277
2,-0.5861516338370203
3,-0.9842608131969199
4,0.323848182795379
5,-0.08699385186610084
6,-0.5198209989284533
7,-0.4764979778051502
8,-0.05402780270922372
9,0.573533359721881
10,0.42343196928343074
11,1.291073732279494
12,0.0178251099897712
13,-0.9216343000973014
14,0.713869251965806
15,-0.09277064949056159
16,-0.31759367540838856
17,-0.7324796016724829
18,0.286756997586845
19,-0.017409333971961587
20,0.19847902155071967
21,0.9462151281596224
22,1.3574081880721607
23,-0.0053220153684113815
24,0.744302201167821
25,0.9627016976857803
26,0.6531079726727471
27,-1.8816401560242026
28,0.1425939506168185
29,-0.6294248263547828
30,-0.4487151774699137
31,0.10057187760820191
32,-1.5435085614655188
33,-0.5799913661262478
34,-0.005777593064194797
35,-0.848514838417857
36,0.5761706572933143
37,1.708480286366611
38,-1.0361582777780818
39,-0.021699061618904524
40,-0.33585184912916094
41,0.4047162511907248
42,0.05292239166917093
43,-1.073443381634418
44,0.2848542878734094
45,0.6486384479812719
46,1.52740356207563
47,-0.6623271041094708
48,-0.0812238702195963
49,0.7816916645822997
50,-0.8269853287350699
51,-0.10141754592997985
52,0.9989031699679229
53,-0.7812571684137221
54,-0.54148244994966
55,0.5376443114619985
56,0.28045872551524553
57,-1.5925158766941858
58,0.6882626134989898
59,2.219609993008433
60,-2.3797112965082636
61,-1.4438500168345996
62,-3.0340144004046623
63,0.0916796729480886
64,0.9786887433039111
65,-1.0119128799142045
66,-0.4810895181894625
67,-0.5157746941124098
68,0.2563331773255482
69,1.4765472834136726
70,-0.9172977226300248
71,-0.37710781874465454
72,4.222564317887398
