feature_idx,coefficient
0,0.01548357280965796
1,0.2912359762778999
2,-0.11510531590840425
3,-0.41593974167354264
4,-0.008776960580020738
5,0.30373582646464514
6,-0.4259237782227534
7,2.2328644631088506
8,-0.3785351074051652
9,1.3928521272129941
10,-0.4607699883773468
11,0.6669548082117944
12,-0.7443317981140145
13,-0.6421852408034207
14,0.12289671441573584
15,-0.08751685736229434
16,-0.31631283194942966
17,-0.4148920875587862
18,2.2230270263295338
19,0.7190374207972801
20,-1.4462949791982338
21,1.0561954527558255
22,1.463231963563553
23,-1.079098500643474
24,0.24594849198504737
25,1.2300425723749742
26,0.4099646091287036
27,1.5129152918432978
28,-0.35181648634786633
29,-0.018372060527287373
30,0.26267978729484653
31,0.4934120357962821
32,0.5988453012670927
33,-0.041304807169760316
34,-1.0125659558127713
35,-0.07018666779774614
36,0.21473091881844353
37,0.7004738503378322
38,-0.39716756709103307
39,-0.7029046367220302
40,0.4861313017330466
41,-0.14595507088334445
42,-1.608229471466381
43,1.6898849703275776
44,1.110579117632845
45,-0.2875291248604153
46,0.5063117093966002
47,2.1575494138498192
48,-1.0114752451073459
49,1.4625699070455367
50,-0.2748083937267
51,-0.21480902166238972
52,-0.913716159862545
53,-2.6101933230662504
54,1.054207386575094
55,0.3151859359170017
56,0.4243613857044517
57,2.813705201211501
58,3.2749435433453487
59,0.31583502978138045
60,-2.520148541559265
61,-0.477712641718981
62,1.0503200042842484
63,-2.659017673649997
64,-2.1348639155066094
65,-0.008423782593785635
66,-0.3550765601677396
67,-0.6812970851708179
68,3.590832331786103
69,-1.1259073771539834
70,-3.014189430070924
71,1.3890000610873716
