feature_idx,coefficient
0,0.024729027619338716
1,-0.036664909983901796
2,0.02723651920628319
3,-0.19094155005640215
4,-0.18159931406771235
5,-0.12327952877303176
6,0.4148312000079528
7,-0.6042902448714851
8,0.18249853432156665
9,-0.41741346548679253
10,0.16397857616648054
11,0.7645838662104868
12,1.138770618236236
13,-1.2162581418129852
14,-0.7799203297328892
15,0.2035322418630257
16,-0.4683629620350276
17,0.41138827712884035
18,0.5331755625197965
19,1.6274803024908575
20,-0.6895621405123774
21,-1.3400925501027383
22,0.474394679942132
23,0.3942332982838516
24,1.6312060648073419
25,1.262290594419397
26,1.6499563660225425
27,-0.5547050020610721
28,-0.6788840083404472
29,-0.5676006414996905
30,-1.5768760359035536
31,-0.08542297349199696
32,-1.332103952756507
33,0.9395274451650837
34,0.8438995966829754
35,-0.9653530910172362
36,0.7999313991086879
37,-0.010021900255904792
38,0.07072357659467741
39,0.9767424765115014
40,-1.0364182542110818
41,1.1940672082973125
42,-0.6373911637336023
43,-0.16518526084938023
44,1.0624174307180687
45,0.3111646280962848
46,1.746692639822606
47,-1.0041679451267973
48,0.2865040787094019
49,-0.5228907969837074
50,-0.5619723711531615
51,0.7567118861360097
52,0.8458140886279247
53,-0.6072249791981813
54,-0.581021768521413
55,0.001781263641542092
56,-0.8898633383807831
57,-0.03757895883444725
58,0.4574363789351081
59,-1.3802449346901124
60,2.404996864346308
61,-1.1568177517672322
62,2.4740059181584564
63,1.6986336598949014
64,1.1680546907034277
65,-1.065416197156889
66,2.167663289682203
67,-2.668828221421401
68,-0.7198196943992818
