subject_id,fold,true_label,left_prob,right_prob
6,0,1,0.9999999999999695,3.0492528150687135e-14
6,0,1,0.0,1.0
6,0,1,1.0,3.6324324376676626e-34
6,0,1,0.01299282933995638,0.9870071706600436
6,0,1,0.9999999991789088,8.210912045761805e-10
6,0,1,1.0,1.3108593305455268e-23
6,0,2,8.103385494839799e-07,0.9999991896614505
6,0,2,0.0,1.0
6,0,2,0.0,1.0
6,0,2,1.656608183964181e-11,0.9999999999834339
6,0,2,0.999999743665074,2.5633492594454835e-07
6,0,2,1.0,1.0158832474429297e-33
6,0,1,1.0,5.465924220104324e-24
6,0,1,0.9992927458090058,0.0007072541909941448
6,0,2,0.9999999999974354,2.5646488687261438e-12
6,0,2,0.9999999999999961,3.9097163388364505e-15
6,0,2,1.0,3.0438644280666665e-25
6,0,2,6.498179772052026e-11,0.9999999999350182
6,0,2,2.220446049250313e-15,0.9999999999999978
6,0,2,0.0,1.0
6,0,1,1.0,1.6673446524272803e-76
6,0,1,1.0,7.005613170929194e-51
6,0,1,0.9999999996505694,3.4943054110267097e-10
6,0,1,0.999933656282945,6.634371705501717e-05
6,1,1,1.0,4.984900613183932e-32
6,1,1,1.0,1.1093411997433337e-48
6,1,1,0.9999999890966675,1.090333240803612e-08
6,1,2,0.7246539601989881,0.2753460398010119
6,1,2,0.0,1.0
6,1,2,0.1378028106663376,0.8621971893336624
6,1,2,0.0,1.0
6,1,1,1.0,3.0863030095057384e-48
6,1,1,1.0,2.62669394242697e-37
6,1,2,0.9999998317381601,1.6826183990257975e-07
6,1,2,8.961720254774264e-13,0.9999999999991038
6,1,2,0.0,1.0
6,1,2,0.999982087454261,1.791254573902157e-05
6,1,2,1.0,2.4804861913025953e-26
6,1,1,1.0,5.932713515061722e-24
6,1,2,0.0,1.0
6,1,2,4.218847493575595e-15,0.9999999999999958
6,1,2,0.0,1.0
6,1,1,0.9999999999999919,8.157683663676899e-15
6,1,1,1.0,7.608773199214946e-31
6,1,1,1.0,5.512022932708401e-39
6,1,1,1.0,2.3748883253258245e-21
6,1,1,0.0,1.0
6,1,1,0.9999999999613319,3.86680286439638e-11
6,2,1,1.0,3.747336258936069e-30
6,2,1,1.0,9.437862493580461e-28
6,2,2,0.0,1.0
6,2,2,0.0,1.0
6,2,2,0.0,1.0
6,2,2,0.0,1.0
6,2,2,0.0,1.0
6,2,2,2.2613485719857884e-05,0.9999773865142801
6,2,1,1.0,3.773027985601156e-23
6,2,1,0.0,1.0
6,2,1,1.0,2.0664401960798462e-19
6,2,1,0.0,1.0
6,2,2,0.0,1.0
6,2,1,0.9999997532691792,2.4673082072201427e-07
6,2,1,0.9999398371520508,6.0162847949234426e-05
6,2,1,1.0,2.3825231229193726e-24
6,2,1,0.00011366422965997103,0.99988633577034
6,2,2,0.0,1.0
6,2,2,2.220446049250313e-16,0.9999999999999998
6,2,2,0.0,1.0
6,2,2,0.0,1.0
6,2,2,0.0,1.0
6,2,1,0.0,1.0
6,2,1,0.999999982071313,1.792868695413604e-08
6,3,1,0.0,1.0
6,3,1,0.9999917156722316,8.284327768489666e-06
6,3,1,1.0,6.617751924693083e-43
6,3,1,1.0,7.031109629253519e-23
6,3,2,0.9874574207168856,0.012542579283114454
6,3,2,0.0,1.0
6,3,2,2.721081138190584e-09,0.9999999972789189
6,3,2,0.0,1.0
6,3,2,0.0,1.0
6,3,2,2.4488867711447426e-08,0.9999999755111323
6,3,2,1.2557589523787271e-08,0.9999999874424105
6,3,1,0.0,1.0
6,3,2,0.0,1.0
6,3,1,0.6470138588256356,0.3529861411743645
6,3,1,1.0,1.0333529490930922e-50
6,3,2,1.0,2.8187551231558846e-36
6,3,2,0.9999582864417249,4.1713558275121226e-05
6,3,2,0.21676189445674643,0.7832381055432536
6,3,2,0.9999999999999994,5.551483250001401e-16
6,3,1,1.6587605146112239e-06,0.9999983412394854
6,3,1,1.3117096072323697e-05,0.9999868829039277
6,3,1,1.0,6.603334705391604e-33
6,3,1,0.9999999933098005,6.690199502048941e-09
6,3,1,1.0,5.756586008993811e-26
6,4,1,1.0,1.0091191116916322e-22
6,4,1,1.0,3.3597943503609453e-17
6,4,1,1.727914523153018e-05,0.9999827208547685
6,4,1,1.0,6.531364975660072e-19
6,4,1,0.9999972066056401,2.7933943599630496e-06
6,4,2,0.978056219715277,0.02194378028472299
6,4,2,3.8458125573015423e-13,0.9999999999996154
6,4,2,2.747276751424721e-06,0.9999972527232486
6,4,2,1.141353678235646e-11,0.9999999999885865
6,4,2,0.9999978499016655,2.1500983344571107e-06
6,4,2,5.53113110868253e-13,0.9999999999994469
6,4,2,1.0,1.2570185935104216e-21
6,4,1,0.9999992628772897,7.371227102824317e-07
6,4,1,1.0,9.794795780184896e-19
6,4,2,7.6741057952745e-11,0.9999999999232589
6,4,2,0.9999999991904884,8.095115650071521e-10
6,4,2,0.9999999998614072,1.385928375967207e-10
6,4,1,0.9999999999989735,1.0265541624228465e-12
6,4,1,1.0,1.6488063542736487e-20
6,4,2,0.0,1.0
6,4,2,1.1102230246251565e-15,0.9999999999999989
6,4,1,4.011079232091319e-07,0.9999995988920768
6,4,1,0.0004911240926855909,0.9995088759073144
6,4,1,0.9999999999996526,3.474405984766269e-13
