feature_idx,coefficient
0,-0.126035725206962
1,-0.25200911794215886
2,-0.10245791916258627
3,0.5912448476728457
4,0.2517904567738404
5,-0.2839964508868556
6,0.16397346935743082
7,-0.4019487934722746
8,0.09248052974998307
9,0.07281600003454834
10,0.94485449699627
11,-0.04915817179786534
12,1.0924577951437326
13,1.359131631686648
14,0.6332554683787128
15,-0.1056743310457928
16,0.700883516823561
17,0.43042515544961285
18,-0.005057503898181246
19,0.21481349309503123
20,0.5604287678962405
21,-1.3757888669588596
22,0.0363841879881138
23,-1.4328147788174121
24,-1.1077521332197129
25,-0.5172958269046412
26,0.1484512850788092
27,-0.7810537662459965
28,0.7337547619229512
29,0.23390459694155197
30,-1.3563142980003629
31,-0.23614454505496035
32,-0.0796899636412926
33,-0.24308467087119273
34,-0.34624545559093267
35,1.2921755322184163
36,0.6615379048293853
37,-1.014366245474319
38,-1.008020527102855
39,-0.07057735595041069
40,0.7054328182207724
41,-1.6544309508138333
42,-0.5178359675900713
43,-1.6257517452312917
44,-1.3408679058692374
45,0.10782641154465271
46,-0.45215417864159285
47,0.8564171505096145
48,-0.058916460144920836
49,-1.3560862388207242
50,1.1005328902489437
51,-0.0042508550771508235
52,-0.0733471276302381
53,-0.5221857775511644
54,0.8838153266705656
55,-0.99436882251259
56,-0.845397119570306
57,2.517383412868037
58,2.0017370016263714
59,0.43945042066593043
60,-0.7920517802730336
61,-1.4997361043916289
62,-1.3372988918635054
63,-0.6034737355520108
64,0.38014578496209206
65,-0.4321087891390337
66,1.1490308455802791
67,-0.5206837124109831
