feature_idx,coefficient
0,0.16366684034031134
1,0.2547284061757783
2,0.7595096154295594
3,-0.7241920813001028
4,0.040823557843676604
5,-0.34474581323454884
6,0.8089431598250477
7,-0.3526351042495031
8,-0.7408257216754055
9,-0.0777275137324352
10,-0.6126149397474077
11,-0.31493873778173853
12,1.5220095863413454
13,-0.7721935724001956
14,-1.06514080731653
15,0.6967878111770871
16,0.2351728788121084
17,0.8223374205243892
18,-2.805677249927647
19,-1.0959374907906299
20,2.3723434084800945
21,0.25668717627142246
22,0.5569200797206105
23,-0.6595509811846807
24,0.641832919012406
25,-0.07904803315044387
26,-1.3619414019133382
27,-0.25961592913386605
28,0.7565484250805297
29,-0.019783827888512153
30,-0.1278228087083225
31,0.6595805151714005
32,0.039258482211623404
33,0.20251363715847073
34,0.8567396504427854
35,-1.1449792798241605
36,0.31581748791847153
37,1.3760103249857054
38,0.5145666198729264
39,-0.16688124645451946
40,-0.44207566221115974
41,-0.39156940020719133
42,0.0453770979917231
43,-1.9023879400918926
44,-1.8155999322912777
45,4.567113172126357
46,1.3762211594510758
47,1.191077245510344
48,-2.3940917905716756
49,-1.7530316324256214
50,1.6606341594140661
51,-2.2493093896868346
52,2.8293495266621256
53,1.9407410197424488
54,1.4052743910856076
55,-0.36434952126944725
56,-1.9795923868683807
57,-0.2720749885435035
58,-0.9185018334565314
59,-0.13047122495485933
60,-1.5559934685640986
61,-0.6536036237705112
62,2.4232503793947724
63,-2.47556957107129
64,-0.34859728728984224
65,-1.5911501565380866
66,0.07102707609340028
67,-0.3771489059212643
68,-2.664500526735348
69,-0.9605648559465577
