feature_idx,coefficient
0,0.05786539217641693
1,0.24340826958537448
2,0.2924143520535828
3,-0.3898280189761259
4,-0.06210076030441331
5,-0.09186303608617595
6,-0.13379848283637993
7,-0.6689955278382295
8,0.1546926074622864
9,-0.43196253233265897
10,0.4190595748255946
11,-0.023626006085666146
12,-0.3673219208531239
13,0.10675535853280878
14,0.4352920621105687
15,-0.16239742515970884
16,-0.11240730438198797
17,-0.039008038334264396
18,-0.20105159566948233
19,-0.11093690140281667
20,-0.039208614174948336
21,0.03930789040370095
22,0.018746683615692192
23,0.18852861710747643
24,-0.11381867973936363
25,0.09909297124267401
26,-0.7073095469454234
27,-0.10178922440057878
28,0.4698226880602781
29,0.008468957735561805
30,-0.3606708836388438
31,-0.5246716562043917
32,-0.8747608086871252
33,0.9368410405585468
34,-1.0881146458997302
35,-0.8287299444116412
36,-1.0254545479274053
37,-0.42661049691451775
38,0.28895728601207843
39,-0.9246302668293074
40,0.5824259882257568
41,0.8111094848393491
42,0.3868793673283406
43,-0.5023239866142594
44,0.7569156166081338
45,0.5278533843145805
46,-0.14762690627862182
47,-0.4518638704597874
48,-0.908177490977271
49,0.5743050624440686
50,0.43428724622351406
51,0.4392532013437841
52,0.6712224211259423
53,0.7670386700983107
54,-0.0171644842009233
55,-1.4543635215854631
56,-0.45445069911193875
57,-1.3961246364591489
58,0.24442017185999537
59,0.5137151214661099
60,-0.42634752541875787
61,-0.47958116481315083
62,0.4857461809795287
63,-0.09048269095954821
64,-0.047394982088603925
65,0.07836976858635723
66,0.16014500522576527
67,-3.103425118028661
68,1.5562807361614217
