subject_id,fold,true_label,left_prob,right_prob
1,4,1,0.9997402020751647,0.00025979792483537775
1,4,1,0.9889021728385741,0.011097827161425922
1,4,1,0.9983799970223288,0.0016200029776711233
1,4,2,0.9996267940613549,0.0003732059386450622
1,4,2,0.00019889523346761084,0.9998011047665324
1,4,2,0.8795982291375818,0.12040177086241818
1,4,2,0.0007188923109486822,0.9992811076890513
1,4,2,0.7556268529153742,0.24437314708462576
1,4,2,2.304193950497524e-05,0.999976958060495
1,4,1,0.2678456721698471,0.7321543278301529
1,4,1,0.5868069769987077,0.4131930230012924
1,4,2,5.1765615235344065e-05,0.9999482343847647
1,4,2,0.00013562802423949805,0.9998643719757605
1,4,2,0.7423090179145522,0.2576909820854478
1,4,2,0.2259193907553706,0.7740806092446294
1,4,1,0.03973887628555417,0.9602611237144458
1,4,1,0.9999323871350088,6.761286499127095e-05
1,4,1,0.9880581585706101,0.011941841429389907
1,4,1,0.9999999997722459,2.27754141663877e-10
1,4,2,0.5422773396397548,0.4577226603602452
1,4,2,0.7168354991443162,0.28316450085568373
1,4,1,0.0011450656095852718,0.9988549343904147
1,4,1,0.29781776110187386,0.7021822388981261
1,4,1,0.9999970760809165,2.9239190835623777e-06
