subject_id,true_label,left_prob,right_prob
6,1,0.051458871451595875,0.948541128548404
6,1,0.9808112490150585,0.019188750984941546
6,1,0.9999953122888025,4.687711197647143e-06
6,1,0.9853393357148089,0.014660664285190986
6,1,0.9999999999999487,5.127105334612333e-14
6,1,0.9999993883991266,6.116008733961636e-07
6,1,0.9989602894594244,0.0010397105405755684
6,1,0.9999999989995474,1.0004526426081643e-09
6,1,0.9999423227192308,5.7677280769237446e-05
6,1,0.9999998773885407,1.2261145932283844e-07
6,1,0.9999992072544407,7.927455593710269e-07
6,1,0.9999998353328354,1.6466716460019274e-07
6,1,0.9999237327372621,7.626726273777551e-05
6,1,0.9996378566036765,0.00036214339632339076
6,1,0.9999998603682714,1.3963172876977405e-07
6,1,0.9999999999648859,3.511418345382717e-11
6,1,0.9999999998040059,1.9599414311001834e-10
6,1,0.9999999491381469,5.086185295942531e-08
6,1,0.9986342237490331,0.0013657762509669627
6,1,0.9999999898801816,1.011981845756141e-08
6,2,0.9999900255066034,9.974493396505924e-06
6,2,0.0010172136675312847,0.9989827863324687
6,2,0.0005001227699641699,0.9994998772300359
6,2,0.736076461255648,0.2639235387443521
6,2,0.02747763715686125,0.9725223628431388
6,2,7.028366992458209e-07,0.9999992971633006
6,2,0.03105745041309706,0.9689425495869031
6,2,3.078588532438338e-05,0.9999692141146755
6,2,0.00017744384649992685,0.9998225561535
6,2,0.004414190891034543,0.9955858091089655
6,2,2.3913711860964987e-08,0.9999999760862882
6,2,0.011503483789898579,0.9884965162101015
6,2,3.006611785807321e-05,0.999969933882142
6,2,0.0072755464538380105,0.992724453546162
6,2,0.007779587482902208,0.9922204125170978
6,2,0.0008779858198040696,0.9991220141801959
6,2,0.019471189943523974,0.980528810056476
6,2,9.15573839212287e-05,0.9999084426160787
6,2,6.31888766599218e-05,0.9999368111233401
6,2,7.309304258681484e-05,0.9999269069574133
6,2,9.459822728936559e-40,1.0
6,2,1.1621806945753651e-11,0.9999999999883782
6,2,6.955127000971915e-10,0.9999999993044872
6,2,1.5774593251064946e-07,0.9999998422540675
6,2,3.9659111024162587e-07,0.9999996034088897
6,2,5.127967546332315e-07,0.9999994872032455
6,2,2.4197302931227496e-09,0.9999999975802698
6,2,9.276963701991315e-06,0.999990723036298
6,2,4.559445036997889e-08,0.9999999544055497
6,2,0.00022094297480646375,0.9997790570251935
6,1,0.999992288302168,7.711697831975964e-06
6,1,0.9999999750615649,2.4938435089401735e-08
6,1,0.9999999618181478,3.81818522705037e-08
6,1,0.9999999973927836,2.607216438915316e-09
6,1,0.9999609551028298,3.90448971702341e-05
6,1,0.9952190503676003,0.004780949632399644
6,1,0.9018634347545831,0.09813656524541683
6,1,0.990760748221037,0.009239251778962903
6,1,0.998406608110691,0.0015933918893088627
6,1,0.9997622744022278,0.00023772559777212387
6,2,0.9036590324191833,0.09634096758081677
6,2,0.009882685158296862,0.9901173148417032
6,2,0.004572190940633325,0.9954278090593667
6,2,0.016027947344781513,0.9839720526552186
6,2,0.07777196289950003,0.9222280371005
6,2,0.05832179292079577,0.9416782070792041
6,2,0.010098067933780938,0.9899019320662191
6,2,0.027577184795373157,0.9724228152046268
6,2,0.004833488040033282,0.9951665119599667
6,2,0.017044929365318602,0.9829550706346815
6,1,0.44697230875932775,0.5530276912406722
6,1,0.9999968256991428,3.17430085726853e-06
6,1,0.9999948184979528,5.18150204723101e-06
6,1,0.9999780781132358,2.1921886764244122e-05
6,1,0.9534065399244656,0.046593460075534394
6,1,0.9992457666429275,0.0007542333570725154
6,1,0.9986953361709895,0.0013046638290105347
6,1,0.8070609832842215,0.1929390167157786
6,1,0.9994398530750075,0.000560146924992553
6,1,0.996623113704294,0.0033768862957059722
6,2,2.0100298689319945e-05,0.9999798997013107
6,2,1.3419918653254993e-05,0.9999865800813468
6,2,0.00020792965244595304,0.9997920703475541
6,2,0.00028782081714970244,0.9997121791828504
6,2,0.08689735899471726,0.9131026410052828
6,2,0.0003082032243283032,0.9996917967756717
6,2,0.0009887603986823846,0.9990112396013175
6,2,2.7954234600289206e-06,0.99999720457654
6,2,6.954103059627087e-06,0.9999930458969403
6,2,1.4350758195150775e-05,0.9999856492418049
6,2,0.0005559360031194481,0.9994440639968806
6,2,9.310617738118353e-06,0.9999906893822619
6,2,1.7129709446089994e-05,0.999982870290554
6,2,1.0714632171954608e-05,0.999989285367828
6,2,0.00017238281729831247,0.9998276171827016
6,2,6.096298248484355e-06,0.9999939037017515
6,2,0.003966747391852855,0.9960332526081472
6,2,0.005438674145162301,0.9945613258548377
6,2,5.0174890498728614e-05,0.9999498251095013
6,2,0.21217679437752282,0.7878232056224771
6,1,0.7647850000030562,0.23521499999694398
6,1,0.999999873547406,1.2645259405311954e-07
6,1,0.9998524207658175,0.00014757923418245823
6,1,0.9999338359704502,6.616402954990304e-05
6,1,0.9445109545412199,0.05548904545878016
6,1,0.9697000889902609,0.030299911009738938
6,1,1.0,6.079130960428991e-96
6,1,0.985920997676294,0.014079002323706019
6,1,0.9183725405370589,0.08162745946294112
6,1,0.9999924667293254,7.533270674565675e-06
6,1,0.9676977214624384,0.03230227853756168
6,1,0.9999885748872197,1.1425112780297228e-05
6,1,0.9999998228506491,1.7714935099878358e-07
6,1,0.9722045467424133,0.027795453257586766
6,1,0.9995125947140082,0.00048740528599174813
6,1,0.9994367787583144,0.0005632212416855437
6,1,0.9920554588801402,0.007944541119859797
6,1,0.2157290667930161,0.7842709332069838
6,1,0.9948345311623695,0.005165468837630529
6,1,0.24562377422142145,0.7543762257785787
