subject_id,fold,true_label,left_prob,right_prob
5,0,1,0.11892459470420312,0.8810754052957969
5,0,1,0.12594768544491192,0.874052314555088
5,0,2,0.20119850866453515,0.7988014913354647
5,0,2,0.1153683299939169,0.8846316700060831
5,0,2,0.1394054453138365,0.8605945546861634
5,0,2,0.15631407479619006,0.8436859252038099
5,0,2,0.13143128239174115,0.8685687176082587
5,0,1,0.9685538856756998,0.03144611432430022
5,0,1,0.7709459224411715,0.22905407755882842
5,0,1,0.4479156735849818,0.5520843264150181
5,0,1,0.7764159960620256,0.22358400393797437
5,0,2,0.13238462207785276,0.8676153779221472
5,0,1,0.9124226751643443,0.08757732483565586
5,0,1,0.21185657657176596,0.7881434234282341
5,0,2,0.13192141218352701,0.868078587816473
5,0,2,0.48102861872627517,0.5189713812737249
5,0,2,0.20202634026425217,0.7979736597357479
5,0,2,0.24976493071696446,0.7502350692830355
5,0,1,0.8788475889958655,0.12115241100413457
5,0,1,0.7819375909669514,0.2180624090330487
5,0,1,0.9573287636320787,0.04267123636792122
5,0,1,0.9989928557292502,0.0010071442707496852
5,0,2,0.15038786988333738,0.8496121301166626
5,0,2,0.15263590366722218,0.8473640963327778
5,1,1,0.16629523250175968,0.8337047674982403
5,1,1,0.23993125608763574,0.7600687439123642
5,1,2,0.12363400808826723,0.8763659919117328
5,1,2,0.1318111042042164,0.8681888957957836
5,1,2,0.16413788311689845,0.8358621168831016
5,1,1,0.5214275091896301,0.4785724908103699
5,1,2,0.16508600064133128,0.8349139993586688
5,1,2,0.6266014191705666,0.37339858082943345
5,1,2,0.17220657885820864,0.8277934211417914
5,1,2,0.8667293178908169,0.13327068210918325
5,1,2,0.15234300549106936,0.8476569945089306
5,1,2,0.18867725540059346,0.8113227445994065
5,1,1,0.20266562881543493,0.797334371184565
5,1,1,0.7393943136367138,0.26060568636328624
5,1,1,0.5216218117305884,0.4783781882694116
5,1,2,0.27075003550633736,0.7292499644936625
5,1,1,0.8787484069248341,0.12125159307516586
